isoform_ID,miRNA_ID,length,n_segments
"chr17|5460939,5462319,5463529|5461109,5462546,5463689|-",hsa-miR-6770-3p,560,1
"chr22|28517156,28519245|28517279,28519320|-",hsa-miR-4701-3p,200,1
"chr1|36009475,36013630,36013915,36027199|36009594,36013752,36013959,36027298|+",hsa-miR-6834-3p,388,1
"chr2|43279765,43286908,43291696,43292104,43292834|43279896,43287061,43291768,43292222,43293213|-",hsa-miR-6780b-5p,858,1
"chr7|66771883,66775227,66783675,66795511|66772078,66775393,66783841,66795592|+",hsa-miR-6878-3p,612,1
"chr15|63706780,63712775,63713353,63716302|63706831,63712895,63713665,63716473|-",hsa-miR-4793-5p,658,1
"chr11|13417158,13419460,13421642,13445024|13417260,13419745,13421838,13445181|-",hsa-miR-135a-3p,744,1
"chr7|33349068,33351219,33357855,33367767,33383666,33387992|33349170,33351323,33357995,33367862,33383838,33388144|+",hsa-miR-7851-3p,771,1
"chr7|832505,838798,841946|832601,838986,842130|+",hsa-miR-6511b-5p,471,1
"chr11|93788001,93790546,93793728,93793951|93788167,93790793,93793864,93794035|+",hsa-miR-4753-5p,637,1
"chr7|135636331,135637931,135638557,135643192,135644895|135636571,135638059,135638683,135643358,135645018|+",hsa-miR-6893-5p,788,1
"chr14|71698981,71702381,71705222,71709222|71699127,71702505,71705340,71709664|+",hsa-miR-4731-5p,834,1
"chr6|87601784,87603384,87609108,87612089|87601881,87603459,87609229,87612248|+",hsa-miR-3688-5p,456,1
"chr15|96334076,96337348|96334603,96337535|+",hsa-miR-4689,716,1
"chr3|9464425,9465478|9464672,9465558|+",hsa-miR-877-5p,329,1
"chr22|46097926,46098494|46098010,46098558|+",hsa-miR-6799-5p,150,1
"chr17|4064361,4066447,4067163|4064829,4066540,4067242|-",hsa-miR-6769b-5p,643,1
"chr1|31055313,31059204|31055380,31059577|-",hsa-miR-6792-3p,442,1
"chr7|111487238,111492351,111521313|111487341,111492514,111521449|-",hsa-miR-324-3p,405,1
"chr10|13659323,13660316,13663453|13659490,13660553,13663509|-",hsa-miR-6089,463,1
"chr21|26051000,26053236|26051193,26053348|-",hsa-miR-6511a-3p,307,1
"chr16|1683509,1685439,1691843,1697812,1698811|1683592,1685587,1691985,1697860,1699047|+",hsa-miR-1255b-2-3p,662,1
chr19|49804439|49804925|+,hsa-miR-4430,487,1
"chr3|42630546,42631171,42632601|42630575,42631316,42632823|+",hsa-miR-766-5p,399,1
"chr18|54159765,54164523,54166076,54188874,54204998|54159903,54164700,54166166,54189011,54205157|-",hsa-miR-7151-5p,706,1
"chr9|111527268,111530875|111527807,111530963|+",hsa-miR-6743-5p,629,1
"chr5|73056065,73058433,73063841,73068650,73070891|73056107,73058524,73063944,73068779,73070950|+",hsa-miR-3620-5p,429,1
"chr16|2255585,2262278,2262740,2263096,2264176,2264573|2255726,2262431,2262842,2263287,2264331,2264760|-",hsa-miR-501-5p,935,1
"chr13|19730239,19741565,19751271,19782528|19730344,19741649,19751339,19782791|-",hsa-miR-2277-5p,524,1
"chr7|38789801,38795465,38796411,38796745|38789867,38795611,38796526,38796864|-",hsa-miR-5090,450,1
"chr1|955923,956095,956894,957099|956013,956215,957025,957273|-",hsa-miR-383-3p,519,1
"chr3|111913319,111919072,111920282|111913702,111919215,111920419|+",hsa-miR-6730-5p,666,1
"chr10|45533110,45553112,45590524|45533289,45553204,45590574|-",hsa-miR-6508-3p,324,1
"chr13|23353785,23354519,23368422,23371078|23353876,23354700,23368487,23371165|-",hsa-miR-766-3p,428,1
"chr1|224393828,224398097,224398515,224398889,224400950,224404430,224411427|224394013,224398226,224398593,224399034,224401069,224404570,224411565|-",hsa-miR-7703,941,1
"chr16|87298788,87302653,87302903,87305719|87298962,87302769,87303075,87305905|-",hsa-miR-423-5p,652,1
"chr7|99333325,99338181|99333417,99338285|+",hsa-miR-3122,198,1
"chr6|3104225,3105482,3105798|3104315,3105557,3106051|+",hsa-miR-330-5p,421,1
"chr6|7181124,7181870,7187434,7189159|7181246,7182082,7187523,7189322|+",hsa-miR-6805-5p,590,1
"chr20|25632158,25634049,25634379|25632292,25634170,25634507|+",hsa-miR-4259,386,1
"chr1|193152380,193203795,193212065,193212390,193232993|193152444,193203852,193212100,193212477,193233154|+",hsa-miR-185-3p,409,1
"chr8|98526742,98547969,98638544|98526917,98548003,98638560|-",hsa-miR-3945,228,1
"chr1|154127311,154129277,154135814,154138106,154139802,154141431,154143446,154152736|154127417,154129345,154135972,154138238,154139952,154141524,154143577,154152872|-",hsa-miR-3144-3p,982,1
"chr6|157110472,157133028,157148624,157167040|157110561,157133207,157148951,157167185|+",hsa-miR-6753-3p,744,1
"chr3|136316941,136328813,136329905|136316986,136328857,136329984|+",hsa-miR-6833-5p,171,1
chr5|96979138|96979978|+,hsa-miR-6772-5p,841,1
"chr2|200416379,200419250|200416428,200419496|+",hsa-miR-6775-3p,297,1
"chr12|107739383,107740946,107742221,107743197,107744543,107746275|107739551,107741260,107742348,107743282,107744661,107746424|-",hsa-miR-6514-5p,967,1
"chr20|47246008,47249287|47246517,47249439|-",hsa-miR-6812-5p,663,1
"chr9|14120440,14125632,14146689,14150145,14155825,14179727|14120624,14125766,14146807,14150265,14155893,14179780|-",hsa-miR-769-5p,683,1
chr19|2109233|2109872|-,hsa-miR-149-5p,640,1
"chr20|50561363,50564969,50568380,50574517|50561453,50565069,50568478,50574654|+",hsa-miR-520b-5p,429,1
"chr10|124816576,124819384,124826595,124828756,124829393,124831349|124816612,124819450,124826785,124828875,124829477,124831463|+",hsa-miR-6088,615,1
"chr5|36211844,36217748,36219596,36225542,36226475,36227477|36211922,36217884,36219679,36225623,36226563,36227565|-",hsa-miR-493-3p,560,1
"chr16|67734858,67735636|67735042,67735754|-",hsa-miR-6813-3p,304,1
"chr9|36351115,36352742,36353170,36356303,36357775|36351199,36352848,36353331,36356473,36357942|-",hsa-miR-6756-5p,693,1
"chr22|24363261,24369244|24363344,24369320|+",hsa-miR-1207-5p,161,1
"chr1|161791408,161792124,161802052,161819633,161821070|161791537,161792327,161802272,161819818,161821161|+",hsa-miR-9983-3p,833,1
"chr9|105705597,105721537,105722534|105705753,105721721,105722621|+",hsa-miR-6791-5p,430,1
"chr7|50669722,50674436,50703821|50669863,50674658,50703908|-",hsa-miR-6124,453,1
"chr11|85662389,85663179,85663524|85662457,85663293,85663601|-",hsa-miR-8089,262,1
"chr8|119785201,119788338,119788790,119789592,119791324|119785266,119788447,119788904,119789746,119791459|-",hsa-miR-7151-5p,582,1
"chr9|35707770,35708341,35710561|35707892,35708484,35710683|-",hsa-miR-6861-5p,390,1
"chr13|49131137,49136332,49138747|49131374,49136601,49138805|+",hsa-miR-4298,567,1
"chr9|136411997,136412490,136412810,136414553,136421832|136412199,136412569,136412892,136414647,136421976|+",hsa-miR-6836-3p,606,1
"chr12|22482557,22493289,22506711|22482680,22493337,22506819|-",hsa-miR-4637,282,1
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-3180-3p,426,1
"chr15|80120328,80121712,80122700,80131180|80120498,80121820,80122800,80131293|+",hsa-miR-5007-5p,495,1
"chr12|22484217,22484697,22490123,22493223,22506711|22484345,22484888,22490218,22493337,22506819|-",hsa-miR-3085-5p,641,1
"chr6|7176655,7181124,7181870,7187434,7189159|7176773,7181246,7182082,7187523,7189322|+",hsa-miR-3620-5p,709,1
"chr2|121503167,121515665,121525845,121527799,121528677,121530247|121503234,121515762,121525920,121527890,121528780,121530325|-",hsa-miR-6753-5p,517,1
chr6|5368550|5369182|+,hsa-miR-7855-5p,633,1
"chr17|1678518,1678762,1679017,1679291,1679609,1680726,1680929|1678652,1678881,1679206,1679410,1679799,1680831,1681054|-",hsa-miR-10396a-5p,988,1
"chr16|14644274,14648388,14649804,14655066|14644609,14648592,14649973,14655210|+",hsa-miR-7160-3p,856,1
"chr9|123609436,123623043,123630376,123652013,123667026,123671291,123676720|123609481,123623101,123630476,123652123,123667079,123671371,123676789|-",hsa-miR-3960,522,1
"chr9|33953285,33956079,33960826,33963726,33971651,33973183|33953474,33956146,33960878,33963791,33971754,33973237|-",hsa-miR-1913,536,1
"chr10|31461037,31495776,31502348|31461237,31495838,31502509|+",hsa-miR-200a-3p,426,1
"chr16|89883351,89884582,89885848,89887652,89892193,89895038,89895990,89898557,89898767|89883512,89884656,89885966,89887717,89892275,89895137,89896083,89898649,89898872|+",hsa-miR-4663,898,1
"chr17|59573740,59577266,59579472,59579697|59573844,59577365,59579558,59579879|+",hsa-miR-6727-3p,475,1
"chr4|84860412,84896911,84898452,84901248,84932270|84860622,84897010,84898597,84901379,84932363|-",hsa-miR-483-3p,683,1
"chr12|120175162,120175746,120176143|120175212,120175874,120176217|-",hsa-miR-4420,255,1
"chr18|12535476,12598711,12635062|12535588,12598758,12635096|-",hsa-miR-200b-3p,196,1
"chr15|78012823,78016546,78017847|78013317,78016739,78017957|-",hsa-miR-5100,800,1
"chr5|80158836,80166383,80169335,80174954|80158962,80166478,80169546,80175047|-",hsa-miR-6837-5p,529,1
"chr1|209704917,209705811,209706709,209706943|209705030,209705941,209706820,209707128|+",hsa-miR-4757-5p,543,1
"chr10|68911068,68919832|68911129,68919981|+",hsa-miR-4687-5p,212,1
"chr2|32114638,32115702,32116119,32126948,32128408|32114825,32115835,32116212,32127022,32128479|+",hsa-miR-449c-5p,563,1
"chr9|20778681,20781727,20789351|20778768,20781929,20789608|+",hsa-miR-4686,549,1
"chr10|5768213,5773842,5785142,5785852,5794885,5796763,5800598|5768384,5773941,5785273,5786050,5795019,5796862,5800705|-",hsa-miR-4731-5p,946,1
"chr1|19186540,19187164,19187441|19186657,19187301,19187540|-",hsa-miR-6847-3p,356,1
"chr14|31727351,31730653,31771816,31772604,31775726,31787780|31727505,31730761,31771873,31772771,31775835,31787873|+",hsa-miR-3619-5p,694,1
"chr1|44874678,44875618,44879818,44881612|44874826,44875695,44880008,44881739|-",hsa-miR-3620-5p,546,1
"chr7|129671429,129677632,129690406|129671543,129677758,129690546|+",hsa-miR-6838-5p,383,1
"chr7|74356410,74357280|74356623,74357477|+",hsa-miR-4505,412,1
"chr21|25975070,25975954|25975228,25976028|-",hsa-miR-1236-3p,234,1
"chr10|59804420,59806922,59812635,59814652,59832525,59852553|59804520,59807078,59812795,59814755,59832653,59852702|-",hsa-miR-6880-5p,802,1
"chr8|140539320,140541164|140539454,140541358|-",hsa-miR-6781-3p,330,1
"chr4|82870325,82871944,82874611,82875727,82878730,82880799,82881858|82870424,82872086,82874751,82875822,82878928,82880922,82881940|-",hsa-miR-5088-5p,886,1
"chr9|95101615,95107066,95111463|95101850,95107269,95111637|-",hsa-miR-6753-3p,615,1
"chr16|3791981,3793386|3792094,3793626|-",hsa-miR-4420,355,1
"chr11|18502486,18506857,18509542,18514678,18516099,18519519|18502577,18506923,18509665,18514841,18516164,18519603|-",hsa-miR-6883-5p,598,1
"chr22|21700976,21703370,21703839,21710624|21701218,21703478,21703882,21710908|-",hsa-miR-6801-5p,681,1
"chr2|33300451,33301522,33309434,33347367|33300573,33301644,33309556,33347510|+",hsa-miR-27b-3p,513,1
"chr17|42487155,42490487,42494334,42495034,42495626|42487367,42490637,42494473,42495188,42495716|+",hsa-miR-5001-5p,750,1
"chr1|235196031,235213769|235196115,235214026|-",hsa-miR-6821-3p,343,1
"chr1|42227883,42265115,42278348|42227966,42265189,42278784|-",hsa-miR-4482-3p,596,1
"chr12|120565072,120565428,120566825|120565189,120565529,120566980|+",hsa-miR-4689,376,1
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-6836-5p,499,1
"chr17|82884145,82889668,82893547,82900651,82903405|82884202,82889697,82893632,82900731,82903478|+",hsa-miR-604,329,1
"chr14|21503173,21503664,21508136|21503577,21503881,21508235|-",hsa-miR-383-5p,723,1
"chr14|45008913,45011975,45025783,45027299,45028176,45032223|45009145,45012075,45025872,45027474,45028329,45032376|+",hsa-miR-422a,908,1
"chr1|16294783,16305803,16315169,16316437|16294917,16305919,16315435,16316568|-",hsa-miR-23a-5p,651,1
"chr17|82459992,82464290,82468764,82472564|82460076,82464430,82468896,82472698|+",hsa-miR-4778-3p,494,1
"chr7|139374401,139374892,139375506,139376062|139374471,139374964,139375583,139376156|+",hsa-miR-6830-3p,317,1
"chr2|159149142,159150370|159149272,159150556|+",hsa-miR-365a-5p,318,1
chr4|2659558|2660054|+,hsa-miR-493-3p,497,1
"chr16|19626177,19627694,19628637,19629767,19633092,19637594,19640015,19642396,19644886,19647784|19626223,19627805,19628753,19629820,19633172,19637656,19640100,19642476,19644949,19647882|+",hsa-miR-512-5p,804,1
"chr8|144317187,144317333|144317252,144317445|-",hsa-miR-6800-5p,179,1
chr9|137728349|137728529|+,hsa-miR-6835-5p,181,1
"chr6|149572285,149579871,149580593,149582440|149572315,149579990,149580723,149582603|+",hsa-miR-6883-5p,446,1
"chr14|99404225,99405205,99406516,99412951,99413876,99458279|99404310,99405371,99406590,99413065,99413934,99458535|-",hsa-miR-4741,759,1
"chr5|134686790,134688181,134692602,134693727,134697126,134697899|134686902,134688299,134692657,134693933,134697246,134698057|+",hsa-miR-4709-5p,775,1
"chr1|114733732,114733989,114734442,114736758,114737963|114733857,114734117,114734523,114736855,114738072|-",hsa-miR-5197-5p,545,1
"chr11|126203345,126204231|126203657,126204328|-",hsa-miR-1539,411,1
"chr10|15248639,15254721,15275855,15283878|15248815,15254879,15275947,15284105|-",hsa-miR-6726-5p,657,1
"chr5|37437922,37443239,37479861|37437981,37443277,37479987|+",hsa-miR-4713-3p,226,1
"chr18|9204476,9208657,9216821,9221852|9204544,9208723,9216900,9221999|+",hsa-miR-6889-3p,364,1
"chr2|73550267,73557220,73558972,73573326|73550437,73557354,73559060,73573424|+",hsa-miR-12127,494,1
"chr2|23810316,23816637,23819747,23823258|23810502,23816720,23819882,23823569|-",hsa-miR-3135b,719,1
"chr1|12578718,12579293|12578956,12579412|-",hsa-miR-4655-5p,359,1
chr2|84870225|84870785|-,hsa-miR-4709-3p,561,1
"chr14|70291477,70292502,70313800,70314318,70315126|70291566,70292541,70313854,70314418,70315237|+",hsa-miR-4690-5p,398,1
"chr7|22964415,22976210,22977341,22978269,22983944,22985548,22991061|22964531,22976305,22977421,22978448,22984045,22985735,22991139|-",hsa-miR-767-5p,843,1
"chr7|5356916,5359398|5357276,5359569|-",hsa-miR-4470,533,1
"chr2|32501713,32502795,32503042,32505005|32501888,32502891,32503236,32505205|+",hsa-miR-124-5p,669,1
"chr2|231235224,231239943,231256586,231258991,231262306|231235381,231240041,231256620,231259102,231262398|+",hsa-miR-4755-3p,497,1
"chr17|60902620,60910532,60924407|60902703,60910702,60924500|+",hsa-miR-1207-5p,349,1
"chr1|5904617,5905292,5905632,5907115,5909152|5904804,5905483,5905783,5907222,5909213|-",hsa-miR-6754-5p,702,1
"chrX|16150305,16152256|16150656,16152635|+",hsa-miR-6799-5p,732,1
"chr8|123231300,123237798,123239049|123231757,123237941,123239144|-",hsa-miR-6511b-5p,698,1
"chr3|63898399,63912588,63913157,63952379|63898497,63912923,63913225,63952483|+",hsa-miR-612,609,1
"chr6|149771162,149773138,149789954,149793549,149796415,149802200|149771266,149773169,149790058,149793669,149796500,149802369|+",hsa-miR-6813-5p,619,1
chr6|111486809|111487393|+,hsa-miR-423-5p,585,1
"chr17|59051214,59056875,59061032,59062567,59062745,59064355|59051328,59057054,59061108,59062648,59062819,59064405|-",hsa-miR-5683,580,1
"chr14|71045133,71046964,71047807,71050652,71051883,71055504,71057509|71045283,71047105,71047984,71050760,71052012,71055562,71057724|+",hsa-miR-15a-5p,985,1
"chr17|63073943,63099175|63074014,63099357|+",hsa-miR-7111-5p,255,1
"chr1|21225250,21227159,21227931|21225440,21227226,21228041|-",hsa-miR-4632-3p,370,1
"chr1|6644558,6645041,6645789,6651529|6644674,6645126,6645950,6651602|-",hsa-miR-146b-3p,439,1
"chr12|113374474,113374793|113374574,113375007|+",hsa-miR-3132,316,1
"chr16|12046384,12048372,12051847|12046454,12048620,12052222|+",hsa-miR-370-5p,696,1
"chr1|175986943,175988288,175989362,176027572|175987103,175988412,175989479,176027688|-",hsa-miR-20a-5p,521,1
"chr5|108915670,108916011,108946130,108954729,108959225|108915899,108916081,108946222,108954932,108959347|+",hsa-miR-1910-5p,721,1
"chr17|58694931,58696693,58703196,58709859,58720746|58695189,58696859,58703329,58709990,58720812|+",hsa-miR-6727-3p,759,1
"chr7|151477333,151481931,151484737,151490943,151498089|151477415,151482141,151484804,151491014,151498180|-",hsa-miR-941,526,1
"chr13|19730239,19741565,19751271,19782528|19730344,19741649,19751339,19782791|-",hsa-miR-4443,524,1
"chr7|92221902,92222822,92225720,92226526|92222053,92222978,92225827,92226682|-",hsa-miR-1293,574,1
"chr19|50398851,50399407|50398962,50399484|+",hsa-miR-6803-5p,190,1
"chr3|195688533,195689546|195689438,195689608|+",hsa-miR-339-5p,969,1
"chr17|43517167,43520130,43520751,43521369,43522047|43517322,43520267,43520879,43521565,43522226|+",hsa-miR-6750-5p,800,1
"chr12|111485271,111485713,111486761,111488476,111509549,111509891,111510385|111485331,111485865,111486824,111488780,111509619,111509998,111510582|-",hsa-miR-6830-3p,960,1
"chr7|139398599,139402137,139405644,139407174|139398697,139402247,139405787,139407350|+",hsa-miR-4755-5p,531,1
"chr9|132295872,132296887,132298080,132300630,132311757|132296028,132297054,132298312,132300803,132311856|-",hsa-miR-135b-5p,832,1
"chr4|6923373,6967304|6924111,6967424|+",hsa-miR-6724-5p,860,1
"chr2|190488657,190489768,190497439|190488818,190489866,190497719|+",hsa-miR-612,542,1
"chr16|71738942,71739234,71745144,71745473,71746588|71739102,71739341,71745270,71745614,71746692|-",hsa-miR-6893-5p,643,1
"chr14|76166663,76171843,76173546,76176623|76166727,76172019,76173625,76176690|+",hsa-miR-6774-5p,390,1
"chr7|50669722,50674436,50703821,50710875|50669863,50674658,50703908,50710990|-",hsa-miR-6889-5p,569,1
chr2|11235702|11235962|-,hsa-miR-1911-3p,261,1
"chr7|107748880,107758414|107748961,107758530|+",hsa-miR-12114,199,1
"chr5|96797175,96800862,96803403|96797309,96801000,96803943|-",hsa-miR-6813-5p,815,1
"chr14|45025783,45027299,45028176|45025872,45027474,45028329|+",hsa-miR-10394-5p,420,1
"chr9|83677727,83678441,83679775,83682951,83686004|83677961,83678599,83680037,83683066,83686155|-",hsa-miR-9851-5p,925,1
"chr7|158739023,158741434,158743529,158748194|158739121,158741896,158743678,158748280|-",hsa-miR-6750-5p,799,1
chr11|36227085|36227430|+,hsa-miR-138-5p,346,1
"chr5|143120988,143133967,143147231|143121147,143134105,143147381|+",hsa-miR-4653-3p,450,1
"chr5|128446481,128464724,128519273,128527872,128530595|128446606,128464921,128519368,128527967,128530693|-",hsa-miR-7160-5p,615,1
chr17|59353215|59353526|+,hsa-miR-4722-5p,312,1
"chr11|67180079,67181320,67181846,67207510|67180217,67181398,67181892,67207688|+",hsa-miR-216a-3p,444,1
"chr3|172226871,172247533|172226947,172247776|+",hsa-miR-1249-5p,321,1
"chr7|73686636,73686818,73686999,73690916|73686731,73686900,73687095,73691012|+",hsa-miR-4763-3p,373,1
"chr22|31551397,31556942,31573058,31575231|31551487,31557059,31573214,31575392|+",hsa-miR-6867-3p,528,1
"chr1|44284835,44304600,44308310,44313169,44319628|44284907,44304821,44308401,44313228,44319744|-",hsa-miR-7158-5p,564,1
"chr16|28152659,28155946,28156074|28152785,28155975,28156527|-",hsa-miR-4647,611,1
"chr16|69235748,69245602,69260050|69235833,69245815,69260260|+",hsa-miR-660-3p,511,1
"chr3|134175609,134175930,134177941,134195126|134175768,134176039,134177970,134195182|-",hsa-miR-518c-5p,357,1
"chr1|6616757,6619803|6616858,6620337|+",hsa-miR-5192,637,1
"chr7|131373710,131375424,131387120,131388884,131397267,131399241|131373746,131375493,131387262,131388972,131397376,131399433|+",hsa-miR-432-5p,642,1
"chr6|158282263,158312051,158314055|158282378,158312141,158314268|+",hsa-miR-6793-3p,421,1
"chr4|107682015,107687039,107693771,107701171|107682133,107687177,107694006,107701285|-",hsa-miR-8064,609,1
"chr12|122216488,122216759,122218266|122216584,122216869,122218397|-",hsa-miR-149-5p,340,1
"chr3|172247533,172251260|172247776,172251541|+",hsa-miR-6785-5p,526,1
chr15|43432194|43432677|-,hsa-miR-197-3p,484,1
"chr3|125313308,125323309,125331158|125313656,125323444,125331238|-",hsa-miR-3689e,566,1
"chr11|115198406,115214608,115217892,115229113,115231353,115238500,115240274|115198438,115214780,115217991,115229271,115231490,115238652,115240420|-",hsa-miR-4440,903,1
"chr7|26196401,26196557,26196807,26197315,26197622|26196481,26196658,26197017,26197461,26197732|-",hsa-miR-7152-3p,652,1
"chr12|40028301,40048051|40028509,40048210|-",hsa-miR-1270,369,1
"chr11|68519501,68537659,68544838,68548067,68551121|68519651,68537891,68545024,68548204,68551186|+",hsa-miR-4769-5p,775,1
"chr12|120566825,120571191|120566980,120571291|+",hsa-miR-4689,257,1
"chr3|100334629,100339087,100339815,100348803|100334798,100339205,100339935,100348881|+",hsa-miR-2277-5p,489,1
"chr1|100912112,100913663,100918077,100921706,100961828,100965769|100912238,100913806,100918127,100921841,100961918,100965918|+",hsa-miR-5000-5p,699,1
"chr12|48659905,48660484|48659933,48660619|-",hsa-miR-5100,165,1
"chr21|42850041,42852255,42853569,42854562,42855682,42859662,42862282,42863440|42850242,42852324,42853752,42854626,42855780,42859722,42862394,42863596|-",hsa-miR-10396b-5p,951,1
"chr1|97691717,97699351,97700190,97720825,97721510|97691798,97699547,97700302,97720926,97721671|-",hsa-miR-125b-2-3p,656,1
"chr1|11212312,11212796,11213399,11216148|11212474,11212908,11213566,11216234|-",hsa-miR-4695-5p,531,1
"chr9|172081,173270|172172,173366|-",hsa-miR-4738-5p,189,1
"chr1|178737108,178741488,178764320,178776682,178784418,178785557,178808045,178811315|178737194,178741609,178764469,178776821,178784522,178785607,178808128,178811404|+",hsa-miR-5002-3p,829,1
"chr1|77858938,77859314,77860040,77861224,77863894|77859056,77859386,77860126,77861322,77864028|+",hsa-miR-8079,513,1
"chr11|85981745,85981872,85983866,85996826,86000643,86001035,86003366,86007542|85981775,85981988,85983973,85996929,86000779,86001158,86003451,86007583|-",hsa-miR-370-3p,749,1
"chr7|157201721,157207398,157207703,157216867,157225407|157201807,157207555,157207935,157216901,157225539|+",hsa-miR-641,646,1
"chr7|33357855,33367767,33383666,33387992,33436676|33357995,33367862,33383838,33388144,33436804|+",hsa-miR-4646-5p,692,1
"chr7|152235817,152238707|152235933,152238826|-",hsa-miR-4667-5p,237,1
"chr7|131373710,131375424,131387120,131388884,131397267,131399241|131373746,131375493,131387262,131388972,131397376,131399433|+",hsa-miR-320a-3p,642,1
"chr3|65974453,65975956,65988378,66005892|65974752,65976174,65988507,66006013|-",hsa-miR-194-3p,771,1
"chr1|180281306,180287276,180288270|180281386,180287406,180288517|-",hsa-miR-6742-5p,460,1
"chr5|150539228,150540082|150539356,150540264|+",hsa-miR-449a,312,1
"chr2|175093061,175097444,175111568,175113994,175114690,175117990,175118251|175093267,175097593,175111654,175114108,175114868,175118118,175118369|-",hsa-miR-4704-5p,986,1
"chr4|20716107,20724808,20727285|20716248,20724888,20727397|+",hsa-miR-10398-5p,336,1
"chr17|2464208,2467761,2469756,2473524,2477686|2464350,2467876,2469826,2473664,2477885|-",hsa-miR-5585-5p,671,1
"chr14|88416711,88426232,88427630,88429348,88431172,88433135|88416844,88426704,88427696,88429463,88431225,88433212|+",hsa-miR-8081,922,1
"chr18|9583117,9584515,9584721,9588089,9588711,9593768,9595018|9583275,9584580,9584828,9588235,9588853,9593874,9595102|-",hsa-miR-5004-5p,815,1
"chr12|116096669,116111428,116237468|116096752,116111512,116237705|-",hsa-miR-1587,407,1
"chr1|117493147,117496763,117499382,117502855|117493262,117496982,117499554,117502970|+",hsa-miR-4323,625,1
"chr6|156829227,156901376,156935466|156829421,156901525,156935576|+",hsa-miR-6799-3p,456,1
"chr15|41256910,41262756,41270557|41256990,41262883,41270618|+",hsa-miR-1299,271,1
"chr9|14179727,14180659,14235567,14268499|14179780,14180866,14235758,14268810|-",hsa-miR-6791-3p,766,1
"chr8|11808794,11809667,11821750,11826024,11830244,11831518|11808891,11809850,11821878,11826215,11830420,11831670|+",hsa-miR-6884-5p,933,1
"chr20|37203885,37207273,37210047|37203945,37207449,37210165|+",hsa-miR-937-5p,357,1
"chr15|74655733,74671455,74674961|74656068,74671774,74675142|-",hsa-miR-485-5p,838,1
"chr7|152220523,152222001,152222573,152229923,152230220,152235817,152238707|152220735,152222066,152222682,152230027,152230321,152235933,152238826|-",hsa-miR-4700-5p,833,1
"chr2|235883345,235908738|235883449,235908906|+",hsa-miR-216a-3p,274,1
"chr2|43286908,43291696,43292104,43292834|43287061,43291768,43292222,43293213|-",hsa-miR-6780b-5p,726,1
"chr9|37126312,37144635,37147362|37126942,37144708,37147445|+",hsa-miR-4526,789,1
"chr14|31130743,31133238,31133509|31130891,31133414,31133675|-",hsa-miR-146b-3p,493,1
"chr10|124681607,124682313|124681883,124682379|-",hsa-miR-103a-1-5p,344,1
"chr12|56604217,56604585,56605073|56604291,56604799,56605327|-",hsa-miR-6514-5p,545,1
"chr4|39737420,39743292,39745752|39737517,39743388,39745810|+",hsa-miR-3650,254,1
"chr9|111440372,111442306,111444378|111440521,111442424,111444494|-",hsa-miR-4763-3p,386,1
"chr5|140506835,140507785,140509637,140510019,140512828,140513363|140506977,140507998,140509812,140510181,140512923,140513479|+",hsa-miR-9903,909,1
"chr7|44700141,44701543|44700269,44701615|+",hsa-miR-6751-5p,202,1
"chr17|4173909,4177126,4178857,4179721|4174056,4177302,4179057,4179877|-",hsa-miR-8075,683,1
"chr17|81610210,81613318|81610258,81613494|-",hsa-miR-519b-5p,226,1
"chr14|22906195,22909483,22911328|22906368,22909595,22911403|-",hsa-miR-6762-3p,363,1
"chr2|201160432,201163835|201160942,201164084|+",hsa-miR-6791-3p,761,1
"chr3|45693307,45703438,45705135,45706780,45709498,45713137,45714046|45693429,45703535,45705209,45706907,45709647,45713196,45714079|+",hsa-miR-598-3p,668,1
"chr8|28499933,28502670|28499978,28503202|+",hsa-miR-1245b-3p,579,1
"chr17|29267498,29285992,29287492|29267530,29286215,29287716|-",hsa-miR-1224-5p,482,1
"chr6|47574064,47576524,47577009,47579385,47580864,47582003|47574251,47576602,47577103,47579489,47580900,47582065|+",hsa-miR-6165,567,1
"chr7|66941848,66944976,66948544|66942024,66945261,66948694|+",hsa-miR-6793-5p,614,1
"chr7|5641154,5652413,5711761,5712715,5715053,5716716,5721033|5641376,5652510,5711839,5712863,5715190,5716766,5721172|-",hsa-miR-3614-3p,878,1
"chr20|41512846,41514805,41533331|41512995,41514887,41533570|-",hsa-miR-12119,473,1
"chr13|102618722,102622877,102627012,102627848,102629482,102630096,102633950|102618846,102623040,102627166,102627924,102629609,102630195,102634098|+",hsa-miR-3690,898,1
chr1|56578878|56579584|-,hsa-miR-6789-3p,707,1
"chr6|143765261,143772258,143774059,143777328|143765798,143772457,143774215,143777383|+",hsa-miR-328-5p,951,1
"chr16|23658507,23661170,23665626,23667047,23672084|23658625,23661281,23665728,23667573,23672197|+",hsa-miR-6813-5p,975,1
"chr11|68583043,68587927,68590660,68591576,68596097|68583129,68588024,68590714,68591706,68596218|+",hsa-miR-6751-5p,493,1
"chr1|224393828,224398097,224398515,224398889,224400950,224404430,224411427|224394013,224398226,224398593,224399034,224401069,224404570,224411565|-",hsa-miR-3664-5p,941,1
"chr3|65974453,65975956,65988378,65990202,65992306|65974752,65976174,65988507,65990291,65992396|-",hsa-miR-194-3p,830,1
